resume_tools,jd_tools,label
"Tableau, PyTorch, Bash, Photoshop, Flask","Kafka, ReactJS, Elasticsearch, Bash, Kubernetes, Photoshop, Canva",0.13183351031297613
"Docker, Kafka, AWS, Photoshop, GitLab, PyTorch, Canva","AWS, Jenkins, Bash, Tableau, MySQL, TensorFlow",0.5217785852377049
"FastAPI, Selenium, Flask, Canva, AWS, GitLab, VueJS","Linux, Angular, MongoDB, Terraform, Figma, GCP",0.46102309620175475
"Azure, Terraform, Docker, Selenium, Redis, TensorFlow, Git","Redis, Terraform, Photoshop, PyTorch, Azure",0.10300260665646913
"Linux, Spring Boot, Kafka, Bash, Angular","PostgreSQL, ReactJS, Docker, Linux",0.20251380433843552
"Tableau, Kafka, Canva, GitLab, GCP, Azure, Jenkins","Spring Boot, GCP, Tableau, Bash, Django, Docker",0.193139246237025
"Selenium, PostgreSQL, Spring Boot, Illustrator, PyTorch, Power BI","Redis, PostgreSQL, Canva, Kafka",0.1333233008472074
"MongoDB, FastAPI, TensorFlow, Photoshop, Bash","VueJS, Flask, ReactJS, Spring Boot, Linux, PyTorch, GCP, Ansible",0.2021048255259536
"TensorFlow, Linux, AWS, Bash, RabbitMQ, Angular, Flask","Kafka, Azure, Bash, Elasticsearch, Django",0.10218445653089672
"Ansible, GitLab, Selenium, PostgreSQL, Git, MongoDB, Elasticsearch","Linux, Canva, Spring Boot, MongoDB, Django, Elasticsearch",0.14291659236981197
"Azure, Tableau, Django, Angular, Cypress","Terraform, Git, PostgreSQL, VueJS, Spring Boot, Figma, FastAPI",0.09191642181992299
"AWS, VueJS, Linux, PostgreSQL, Terraform, Canva, GitLab","Photoshop, Tableau, ReactJS, Redis",0.5212319911991632
"Photoshop, Power BI, Terraform, Kafka, Bash, Django, Kubernetes","Kafka, Canva, PyTorch, Selenium, MongoDB, Cypress",0.44111867106765223
"Figma, GitHub, Bash, Elasticsearch, Spring Boot","ReactJS, GitHub, Elasticsearch, Redis",0.3919763278639914
"Angular, Terraform, Power BI, Kubernetes, Cypress","PostgreSQL, Power BI, ReactJS, Bash, Selenium, MySQL, Angular, Cypress",0.20294661748600684
"MongoDB, PyTorch, Kafka, Elasticsearch, TensorFlow, Docker, Photoshop","PyTorch, Django, Angular, GitHub, NodeJS, Illustrator",0.21284609580466285
"Figma, Flask, Tableau, FastAPI, GitLab","GitLab, Jenkins, MongoDB, Cypress, Docker, Linux, Kubernetes, Terraform",0.21242104917443194
"Django, FastAPI, Ansible, TensorFlow, Git, Terraform, Spring Boot","TensorFlow, Bash, RabbitMQ, NodeJS, Git",0.39313808496420866
"GitLab, Azure, Kafka, Django, Elasticsearch, Selenium, RabbitMQ, Linux","Illustrator, Terraform, PostgreSQL, Power BI, Git",0.1231722684039955
"Flask, Cypress, FastAPI, Illustrator, GitLab, GCP, Git","RabbitMQ, NodeJS, TensorFlow, PyTorch, Linux",0.39234296384850953
"Canva, Docker, Bash, Flask, TensorFlow, Selenium","Photoshop, RabbitMQ, Illustrator, VueJS, Spring Boot, Linux, PostgreSQL",0.5518881803948532
"Cypress, AWS, Elasticsearch, Kafka, Angular, ReactJS","Docker, Illustrator, Flask, Linux, Kafka, Cypress, Angular",0.18308203435380924
"Redis, Spring Boot, Photoshop, GitHub, Figma, Docker","Docker, Figma, ReactJS, RabbitMQ, Photoshop",0.24463332919254202
"MySQL, Elasticsearch, Photoshop, Selenium, AWS, Kafka, Flask","MongoDB, Docker, Terraform, Flask",0.11486062471923805
"Illustrator, TensorFlow, Terraform, Figma, FastAPI, MySQL, Tableau","Selenium, Terraform, MySQL, RabbitMQ",0.18578128817173398
"Kubernetes, Kafka, Selenium, Illustrator, FastAPI, AWS, RabbitMQ","PostgreSQL, VueJS, MongoDB, Azure, Terraform, Flask, ReactJS",0.2047079859984064
"Flask, Power BI, PyTorch, Figma, Illustrator","Spring Boot, Redis, VueJS, Photoshop, Illustrator, Figma",0.23541317346386356
"MySQL, Power BI, Terraform, Figma, MongoDB, AWS, GCP","Cypress, Docker, Linux, Terraform, Selenium, Illustrator",0.26516676375563997
"Illustrator, TensorFlow, GCP, GitLab, Linux","Git, Ansible, RabbitMQ, Canva, Jenkins, Illustrator, Redis, Kafka",0.2652526846629864
"FastAPI, AWS, PyTorch, MongoDB, PostgreSQL, Figma, Azure, Redis","GCP, Tableau, PostgreSQL, Azure, Spring Boot, Django, FastAPI",0.5363832078373705
"VueJS, Kubernetes, Bash, Selenium, Ansible","Azure, GCP, FastAPI, Terraform, MongoDB, Spring Boot, Elasticsearch",0.39537481972659505
"Canva, VueJS, RabbitMQ, Power BI, Jenkins, PostgreSQL, Git, Photoshop","Spring Boot, AWS, Selenium, Azure, Flask, Jenkins",0.5654588836282349
"Git, GitLab, Photoshop, PyTorch, GitHub, RabbitMQ, Bash","VueJS, GitLab, Elasticsearch, PostgreSQL, Illustrator, Bash",0.38594976238515116
"PostgreSQL, Git, Power BI, Azure, RabbitMQ, Tableau, Elasticsearch, TensorFlow","PostgreSQL, PyTorch, Selenium, Canva, Django, Flask",0.11587053663620553
"Photoshop, MongoDB, Azure, Bash","Kubernetes, Jenkins, Flask, MongoDB, RabbitMQ, TensorFlow, ReactJS",0.4954704427803449
"GitHub, Kubernetes, Flask, Cypress, Spring Boot","Kubernetes, Flask, Photoshop, Redis, Terraform, RabbitMQ",0.17614874388041638
"Selenium, Linux, Photoshop, Docker, NodeJS, Canva","Power BI, VueJS, Django, Figma, PyTorch, AWS, Docker, Cypress",0.4458085884958959
"Django, Spring Boot, GitLab, VueJS, Canva","Git, Selenium, Photoshop, Flask, MySQL, Terraform, Docker, Elasticsearch",0.2751515034464697
"Terraform, Selenium, VueJS, Azure, Redis, TensorFlow, Kafka, Tableau","Illustrator, AWS, Kubernetes, Power BI, Redis, Kafka, GitHub",0.11575942222556038
"Selenium, RabbitMQ, Azure, Jenkins, Angular, NodeJS, Git","Angular, Django, Terraform, PyTorch, Linux, Cypress, PostgreSQL, Photoshop",0.49562321738361215
"Django, MySQL, Ansible, VueJS, Git, Spring Boot, Tableau","MongoDB, Terraform, Kafka, Bash, Photoshop, GCP, Docker",0.11471747670013974
"ReactJS, Spring Boot, PostgreSQL, Angular, FastAPI","FastAPI, Tableau, MySQL, Figma, Ansible, Angular, NodeJS",0.5555433373755189
"MongoDB, Photoshop, TensorFlow, Redis","Figma, Tableau, Illustrator, GCP, Linux, RabbitMQ, Photoshop",0.17538844344672558
"Bash, Illustrator, RabbitMQ, PostgreSQL, Django, Elasticsearch, AWS, Git","Angular, VueJS, Figma, ReactJS, NodeJS, Kafka, Kubernetes, Bash",0.46452139886344573
"Figma, Redis, Django, Spring Boot, GCP, Power BI","Terraform, Tableau, FastAPI, Photoshop, Redis, Git",0.42435783334756016
"Canva, Elasticsearch, Ansible, Photoshop, PyTorch, AWS","Power BI, Selenium, NodeJS, TensorFlow",0.19390687422025443
"Spring Boot, Redis, Flask, RabbitMQ, TensorFlow, Ansible","Spring Boot, Tableau, TensorFlow, Cypress, Jenkins, Git",0.48451255432836526
"PyTorch, VueJS, MySQL, Spring Boot","Photoshop, Power BI, Django, Git, TensorFlow",0.5136668108086213
"RabbitMQ, Tableau, Azure, Redis","NodeJS, FastAPI, ReactJS, Redis, VueJS, Figma, Azure, GCP",0.11404825965948898
"Elasticsearch, Azure, Power BI, MySQL, Kubernetes, PostgreSQL, FastAPI, Cypress","MongoDB, Linux, Redis, VueJS, Figma, Kafka, MySQL, FastAPI",0.4444481513542913
"PyTorch, Flask, GitHub, Bash","PyTorch, Jenkins, Django, AWS",0.5745405397577168
"Canva, MongoDB, Redis, Angular, RabbitMQ, Terraform","AWS, Photoshop, Jenkins, NodeJS, PyTorch, Django, Azure",0.10366231185871658
"TensorFlow, Spring Boot, GCP, Docker, Azure","Flask, Redis, Linux, Figma, AWS, Elasticsearch",0.47312901877021446
"Kubernetes, PyTorch, ReactJS, GitLab, Flask, Ansible, NodeJS","MySQL, RabbitMQ, Angular, Linux, Flask",0.5531897449267495
"GCP, Photoshop, Kubernetes, FastAPI, ReactJS, Spring Boot, PostgreSQL, Ansible","NodeJS, Jenkins, Flask, Canva, MongoDB, Django, Illustrator",0.47257212737448917
"Canva, FastAPI, Django, Kafka, Photoshop, GCP, Bash","FastAPI, Power BI, GCP, TensorFlow, MySQL, Kubernetes, Azure",0.1730126116268331
"Figma, Selenium, Docker, NodeJS, Illustrator, PostgreSQL, Kubernetes","Jenkins, Cypress, Docker, Terraform",0.18343732949067118
"Flask, Figma, Ansible, PostgreSQL, Cypress","Azure, Tableau, Kafka, PostgreSQL, Linux, Ansible, GitLab, MySQL",0.46379798155919877
"Ansible, VueJS, GCP, Git","Canva, Elasticsearch, Illustrator, Angular, Terraform, Docker, Bash",0.4929554494318277
"Kubernetes, GitHub, Jenkins, Cypress, GitLab, NodeJS, Selenium","Photoshop, ReactJS, Tableau, Git",0.4531730870943466
"Terraform, RabbitMQ, GitHub, Azure","GitHub, RabbitMQ, Git, Kafka, Kubernetes, Photoshop",0.254261003538428
"Flask, Kubernetes, Tableau, Ansible, Terraform, Angular, Illustrator, GitHub","GitLab, RabbitMQ, Spring Boot, PyTorch, MySQL, PostgreSQL",0.22382284456451151
"PyTorch, Flask, MySQL, GitHub","RabbitMQ, Figma, Selenium, PyTorch, Terraform, Ansible, Azure, Jenkins",0.15352929432848939
"Redis, PyTorch, MySQL, Canva, ReactJS, Tableau, Figma, MongoDB","GitLab, ReactJS, Tableau, Jenkins, GCP, MySQL",0.18469587492015457
"NodeJS, Jenkins, GCP, FastAPI, PyTorch, VueJS, Bash, Linux","Django, Angular, MySQL, TensorFlow, Azure, Kubernetes, NodeJS, Selenium",0.25446750620732433
"ReactJS, AWS, PostgreSQL, Spring Boot, MongoDB, FastAPI, Tableau","Bash, Jenkins, PostgreSQL, MySQL, GitLab, PyTorch",0.2744978144773028
"Tableau, Elasticsearch, Selenium, Django, Git, Figma, TensorFlow","GCP, Azure, FastAPI, PyTorch",0.20424935759179003
"Spring Boot, GCP, GitHub, Kubernetes, FastAPI, Power BI, Docker, Angular","Photoshop, Bash, Redis, Spring Boot, RabbitMQ",0.5141973052006579
"Django, NodeJS, Spring Boot, Linux, ReactJS, Docker, Figma","Linux, GitHub, AWS, Django, MongoDB, TensorFlow",0.13480487374698885
"TensorFlow, ReactJS, Angular, Kubernetes","AWS, RabbitMQ, Photoshop, Docker, Elasticsearch, Azure, Figma, GCP",0.46408978719611427
"Canva, Cypress, Jenkins, Terraform","Bash, Tableau, TensorFlow, PostgreSQL",0.10347410990592301
"RabbitMQ, GCP, Elasticsearch, Jenkins","Linux, ReactJS, NodeJS, Docker",0.49283070726446276
"Flask, Kafka, Elasticsearch, MySQL","Tableau, Angular, TensorFlow, Azure, AWS",0.262048602268068
"Spring Boot, Selenium, Figma, MongoDB, Kafka, Angular, Tableau, Cypress","Selenium, Redis, GCP, Figma, Angular, PyTorch, GitLab, VueJS",0.5429642468640851
"Docker, Cypress, GitLab, Selenium, Kafka","Illustrator, RabbitMQ, Redis, Selenium, TensorFlow, GitHub, Photoshop",0.41308034323950227
"Bash, AWS, Figma, GCP, ReactJS","Bash, Flask, Selenium, Docker, Redis, Kubernetes",0.5430623810239616
"Azure, Jenkins, Kafka, GitLab, Linux, Elasticsearch","Django, RabbitMQ, ReactJS, Flask, TensorFlow, PyTorch, MySQL, Illustrator",0.2820754459224621
"FastAPI, RabbitMQ, VueJS, Bash, Elasticsearch, Jenkins","Figma, Django, GitLab, MongoDB, Linux, MySQL, Ansible",0.45149902252493335
"Terraform, TensorFlow, Jenkins, FastAPI, Redis, VueJS, Illustrator, Django","Flask, RabbitMQ, Canva, AWS, MongoDB, Redis, Bash, Cypress",0.4714459296482838
"VueJS, Photoshop, Illustrator, MongoDB, Ansible","Redis, Illustrator, NodeJS, Spring Boot, Terraform, Django",0.2615944636470058
"Kubernetes, Tableau, Illustrator, ReactJS, MongoDB, Git","Bash, PyTorch, GCP, MySQL, Elasticsearch, Kubernetes, Power BI",0.5311162670762122
"MySQL, Kafka, Canva, Bash, Git, Ansible","ReactJS, Selenium, Redis, Django, Kubernetes, GitHub, RabbitMQ, Linux",0.4806008894862779
"Azure, Redis, Kafka, Jenkins, Spring Boot, Power BI, Terraform","VueJS, MongoDB, Tableau, Ansible, Flask, Terraform",0.22055838572323871
"RabbitMQ, FastAPI, ReactJS, Power BI","Tableau, TensorFlow, Azure, MySQL, FastAPI",0.2806996185300859
"RabbitMQ, AWS, GitLab, Selenium","PostgreSQL, Kubernetes, Elasticsearch, Linux, PyTorch, TensorFlow, Docker",0.5700749019672968
"MySQL, NodeJS, Kafka, Bash, Linux, Elasticsearch, Django, GitLab","VueJS, TensorFlow, Flask, FastAPI, MongoDB",0.16968247006181628
"Spring Boot, GitLab, GCP, Photoshop, Linux","Django, Power BI, Selenium, GitHub, Figma, Spring Boot",0.2199320270739471
"Cypress, Kafka, NodeJS, Redis, AWS, Terraform","MySQL, Illustrator, Canva, Power BI, Figma",0.14939742465632988
"Tableau, RabbitMQ, Photoshop, TensorFlow, Django","RabbitMQ, MySQL, GitLab, Jenkins, ReactJS, Git",0.19926660066102958
"Canva, Selenium, AWS, NodeJS, Flask, Django, Ansible, MongoDB","Cypress, Kafka, Canva, VueJS, Elasticsearch, AWS, Figma, GitHub",0.4795620697234868
"MongoDB, Power BI, Terraform, GCP, Django","Tableau, Flask, ReactJS, Git",0.1393719805829708
"Kafka, MySQL, Bash, Illustrator, TensorFlow, FastAPI","Selenium, Git, MongoDB, Flask, Linux, Jenkins, GitLab, Tableau",0.2187696360596857
"Redis, Elasticsearch, FastAPI, Git","Terraform, Cypress, Power BI, AWS, Tableau, GCP, Linux, Elasticsearch",0.21830899756865602
"VueJS, Ansible, FastAPI, Illustrator, Selenium","Docker, Azure, MongoDB, Bash, PyTorch, Kubernetes, Git",0.2575028980878777
"Django, Power BI, RabbitMQ, Bash, Selenium, GitHub, Angular","Azure, Illustrator, RabbitMQ, VueJS, Docker, Photoshop, Jenkins, Power BI",0.4676552380662866
"Angular, Docker, MySQL, Tableau","VueJS, Flask, Linux, Ansible, Cypress, Docker, Angular, GitHub",0.14720056513601176
"Canva, Elasticsearch, NodeJS, Selenium","Elasticsearch, Power BI, Azure, Cypress, Tableau, GitLab, Spring Boot, Kubernetes",0.1671446983679348
"Kubernetes, Azure, Ansible, AWS","Tableau, Jenkins, Docker, Power BI, Kafka, Canva",0.5467111499456966
"FastAPI, ReactJS, Elasticsearch, AWS, Jenkins, Redis, Azure, Selenium","Bash, FastAPI, Redis, PyTorch, Cypress",0.16734616107220532
"FastAPI, Django, Docker, Power BI, PostgreSQL","NodeJS, PyTorch, PostgreSQL, Docker, Kubernetes, FastAPI, RabbitMQ, Kafka",0.10776018690530129
"ReactJS, Cypress, GitLab, Illustrator","Django, Jenkins, MongoDB, Docker, NodeJS",0.09744925103208588
"Git, NodeJS, Kubernetes, Flask, Figma, AWS","GitHub, PyTorch, Power BI, Angular, Azure, Django, Jenkins, Elasticsearch",0.1370218484861045
"FastAPI, MongoDB, Angular, MySQL, GitHub, Figma","Azure, AWS, NodeJS, Tableau, Redis, Selenium",0.45639997548812744
"Terraform, Ansible, RabbitMQ, Figma, MongoDB, Photoshop","ReactJS, Azure, Flask, Elasticsearch",0.5559262433908221
"MySQL, VueJS, Selenium, Kubernetes, Angular, FastAPI","Terraform, MongoDB, Git, RabbitMQ, Canva",0.16547405820804115
"Django, Power BI, Ansible, Selenium, ReactJS, Redis, Git, TensorFlow","GitHub, TensorFlow, Photoshop, Git, Kafka, Docker, Kubernetes",0.15635456770179393
"Elasticsearch, Spring Boot, AWS, TensorFlow, Terraform, Figma","Cypress, Angular, Selenium, Illustrator, Kubernetes, TensorFlow",0.5562665002719732
"Ansible, Illustrator, VueJS, TensorFlow, Photoshop, Power BI","GitHub, VueJS, Kafka, ReactJS",0.5463458695607561
"GitHub, Power BI, Spring Boot, AWS","Bash, VueJS, Docker, MySQL, RabbitMQ",0.44581872565566455
"Kafka, Illustrator, Docker, Kubernetes, VueJS, Bash, GCP, PostgreSQL","Kubernetes, Git, AWS, GitLab, Illustrator, Photoshop, Redis",0.4764499260419621
"Kubernetes, PostgreSQL, Selenium, Terraform, GitLab, VueJS, Cypress","ReactJS, Canva, VueJS, PostgreSQL",0.5571085134395416
"Kubernetes, TensorFlow, Linux, Kafka, Power BI, Flask, VueJS","Git, Bash, Jenkins, Angular, PostgreSQL",0.2165958895197555
"Bash, Redis, MySQL, Power BI, VueJS, AWS, Jenkins, Azure","Terraform, PyTorch, Linux, Selenium, Kubernetes",0.4464604232613075
"Spring Boot, Illustrator, Docker, MySQL, NodeJS, MongoDB, Figma","RabbitMQ, Figma, Cypress, Azure, ReactJS, Selenium, Kubernetes, Django",0.566546794801793
"Kafka, Terraform, Docker, Redis, Azure","TensorFlow, Illustrator, Angular, Ansible",0.5060640540209166
"Power BI, Redis, Flask, GitHub, Photoshop","MongoDB, Kubernetes, TensorFlow, Figma, ReactJS",0.5057832654514318
"MySQL, FastAPI, Tableau, Django, AWS, Kafka","Kafka, Bash, AWS, Docker, Selenium, Spring Boot, Kubernetes, PyTorch",0.4459214318475025
"Photoshop, TensorFlow, Selenium, Flask, Spring Boot, ReactJS, PostgreSQL","NodeJS, AWS, Photoshop, Linux, FastAPI, VueJS, GitLab",0.19580766984624187
"Terraform, NodeJS, Flask, Azure","Photoshop, Kafka, Terraform, Git, Canva, Illustrator, VueJS, Kubernetes",0.3755028887559961
"Redis, Spring Boot, Illustrator, Terraform","Angular, RabbitMQ, Selenium, Flask, PostgreSQL, VueJS, Tableau, Photoshop",0.45502684910923025
"Flask, Cypress, Angular, GitHub, TensorFlow, MySQL","MongoDB, Docker, GCP, Figma, Git, ReactJS, RabbitMQ, MySQL",0.5253137139673039
"Spring Boot, Django, Flask, GitHub","Canva, NodeJS, Linux, Angular, Git, ReactJS, MongoDB, Elasticsearch",0.23469498723270274
"Django, GCP, MySQL, Ansible, VueJS","Redis, VueJS, ReactJS, GCP, Kubernetes",0.22518447966446795
"Git, Kafka, Power BI, Illustrator, Terraform, MySQL, Angular, Canva","Jenkins, MySQL, NodeJS, PostgreSQL, GitLab",0.395336755143014
"MySQL, TensorFlow, Canva, GitLab, Terraform","NodeJS, Ansible, Azure, PostgreSQL, PyTorch",0.4749666450684039
"Power BI, Selenium, MongoDB, NodeJS, Bash, Ansible, AWS, Figma","Power BI, Docker, MySQL, ReactJS, Flask, Spring Boot",0.4250107393689734
"Terraform, Canva, AWS, GCP, MySQL, Angular, Kafka","Canva, Terraform, Kafka, Elasticsearch, VueJS, Tableau, Figma",0.09586437511813353
"RabbitMQ, Canva, Tableau, ReactJS, Git, Selenium, VueJS, Azure","TensorFlow, Power BI, Flask, PyTorch, ReactJS, PostgreSQL, MongoDB",0.4558629168300149
"PostgreSQL, GitLab, Azure, Git","AWS, Flask, Spring Boot, Redis, Kafka, Linux, FastAPI",0.24528954306227746
"GCP, Cypress, TensorFlow, Bash, Kafka","GitLab, RabbitMQ, Docker, Elasticsearch, VueJS, Kubernetes",0.2546510062094234
"GitHub, Photoshop, Bash, RabbitMQ","PostgreSQL, GCP, Kafka, GitLab, Django",0.4942447582610231
"Django, PostgreSQL, AWS, FastAPI","Kafka, GitLab, Elasticsearch, Selenium",0.5339247906475343
"Kubernetes, Illustrator, Tableau, Spring Boot, NodeJS","Docker, PyTorch, NodeJS, Ansible, PostgreSQL",0.14412504055926006
"Photoshop, Figma, MySQL, Kafka, FastAPI","Azure, MongoDB, Power BI, Docker, VueJS, Terraform",0.23377070506739375
"Figma, Illustrator, TensorFlow, Canva, VueJS, Elasticsearch, Power BI, Docker","Selenium, Tableau, Cypress, GitHub, Linux, Bash, GitLab, Canva",0.4634878919744817
"Kafka, AWS, Selenium, GitHub, VueJS, Docker, MySQL, ReactJS","RabbitMQ, Jenkins, Power BI, GitHub, Cypress, Kafka",0.4638713217522214
"TensorFlow, Ansible, Spring Boot, Jenkins, Tableau, PostgreSQL","Bash, Photoshop, NodeJS, Linux, Elasticsearch",0.21347272721440264
"VueJS, Redis, TensorFlow, Flask, PyTorch","Selenium, Spring Boot, Ansible, Jenkins, Kafka, AWS, Redis",0.14331741313991725
"VueJS, Angular, Figma, MongoDB, Redis, TensorFlow, Cypress","Angular, Terraform, Illustrator, Jenkins, Figma",0.11379127515252482
"Selenium, AWS, Angular, Docker, Cypress","NodeJS, Spring Boot, Selenium, Cypress, AWS, MongoDB",0.3946632815496078
"Spring Boot, Photoshop, Linux, Flask, ReactJS","Bash, GCP, Angular, Selenium, Tableau, Cypress",0.1342790026160668
"TensorFlow, Power BI, Spring Boot, Terraform, Angular","VueJS, GCP, Selenium, MongoDB, Django, Docker, NodeJS",0.4435734271525057
"ReactJS, Terraform, Selenium, MySQL, Angular","PyTorch, Azure, Cypress, Git, Kafka",0.23330362238827576
"Kubernetes, Django, Terraform, Illustrator","ReactJS, Cypress, PyTorch, Flask, Jenkins, Linux, GCP",0.4328322391216656
"Selenium, Canva, Kafka, Photoshop","Azure, Flask, PostgreSQL, MySQL",0.38239441301149746
"Spring Boot, ReactJS, Django, GitLab","Tableau, GitHub, GCP, GitLab, Docker, Git, Jenkins, Azure",0.23284721277678924
"Selenium, ReactJS, Django, Figma, Canva, Cypress","Docker, Git, TensorFlow, NodeJS, RabbitMQ, Selenium, PostgreSQL, FastAPI",0.4322971091903211
"TensorFlow, Tableau, GitHub, Selenium, Kubernetes, Bash, ReactJS","Canva, Django, RabbitMQ, VueJS, MySQL, AWS, Bash, Kafka",0.492016264136246
"Terraform, Jenkins, Photoshop, MySQL, Kafka, RabbitMQ, Illustrator, GitHub","GitHub, Photoshop, Azure, MySQL, Spring Boot",0.12298008575984465
"FastAPI, Bash, Power BI, VueJS, Terraform, Ansible","GitHub, Jenkins, Tableau, Cypress, PyTorch, Azure, MongoDB, AWS",0.492209094299346
"Angular, PostgreSQL, Django, FastAPI, Azure, GCP, Elasticsearch","Photoshop, VueJS, Redis, FastAPI",0.44231956054829163
"Figma, RabbitMQ, Illustrator, ReactJS, Azure, NodeJS, Kafka","Spring Boot, GCP, TensorFlow, Photoshop, Elasticsearch, MongoDB",0.09184881716127782
"Django, GitHub, Ansible, FastAPI, Flask, Bash, Kafka","Docker, AWS, Kubernetes, Azure, VueJS",0.4213623320608243
"Figma, Power BI, Kubernetes, Cypress","Terraform, Flask, Illustrator, RabbitMQ, Git",0.14119835558020183
"Bash, Ansible, Django, GitHub","Canva, GitLab, Selenium, Elasticsearch, VueJS, Ansible",0.4713113149862881
"Jenkins, Kubernetes, Docker, Flask, Power BI","Tableau, Linux, Ansible, TensorFlow, Selenium, GitLab, GitHub, Jenkins",0.2707828926821807
"Figma, GitLab, PostgreSQL, PyTorch, Selenium, Cypress, GCP","GitHub, Tableau, Figma, GitLab, Flask, Cypress, ReactJS",0.4413184338493264
"Cypress, Angular, MongoDB, Terraform, Power BI","Cypress, Illustrator, MySQL, GCP, Linux, Power BI, Django, Selenium",0.1514728934835813
"Tableau, Jenkins, Ansible, Terraform, GitLab, GCP","MySQL, Power BI, Django, Cypress, RabbitMQ, Linux, Bash",0.5208586001823607
"GitLab, Elasticsearch, Redis, Flask, PyTorch, Django","GCP, GitLab, VueJS, Spring Boot, FastAPI, RabbitMQ, Ansible, Bash",0.43029880642454116
"Elasticsearch, GitHub, Illustrator, Photoshop","VueJS, Linux, Django, Azure, GitHub, Elasticsearch, PyTorch, Illustrator",0.21098928633905395
"Terraform, GitLab, MongoDB, Photoshop, Redis","Spring Boot, Jenkins, Kafka, Figma, PostgreSQL, Git",0.370961601409718
"MySQL, Ansible, Kafka, PyTorch","PostgreSQL, Redis, AWS, Tableau",0.12074455846156806
"Canva, Redis, AWS, Ansible, Terraform, Figma, Spring Boot, Selenium","Django, GCP, Kafka, Bash, Elasticsearch",0.4203234160638518
"Docker, Figma, Kafka, ReactJS","Azure, Ansible, Power BI, Canva, MongoDB",0.15980597323143428
"Git, Azure, NodeJS, GitHub, Redis, AWS, Canva","Illustrator, Tableau, Power BI, Git, Cypress, Figma, GitLab, Elasticsearch",0.449653857512541
"GCP, Photoshop, Bash, Linux","Spring Boot, Git, Power BI, Selenium, Azure",0.5192996314108789
"Selenium, TensorFlow, Jenkins, Power BI, GitHub, RabbitMQ","PyTorch, Spring Boot, Angular, Azure",0.5491382412199547
"MongoDB, Tableau, Azure, Kubernetes, Figma, Terraform","PostgreSQL, Illustrator, AWS, Canva, Photoshop",0.10876723440604777
"Figma, Power BI, Canva, GitLab, Docker, Flask, GitHub","ReactJS, Angular, Kafka, Figma",0.2688879558998778
"GitLab, Photoshop, RabbitMQ, Flask, Django, Kafka, Ansible, FastAPI","AWS, Photoshop, Linux, Flask, Redis",0.3993514171608433
"GitHub, NodeJS, GCP, AWS","PyTorch, GCP, Bash, GitHub, Ansible",0.1497735813726648
"Docker, Canva, MySQL, Figma, NodeJS, Spring Boot, TensorFlow, Kubernetes","TensorFlow, Jenkins, VueJS, Angular, Kubernetes",0.5202867942274888
"Illustrator, TensorFlow, Ansible, GitHub","ReactJS, PostgreSQL, FastAPI, Angular",0.2400710430694124
"FastAPI, MongoDB, ReactJS, PostgreSQL, Tableau","Selenium, MySQL, RabbitMQ, GCP, NodeJS, Tableau",0.5500913465364684
"RabbitMQ, Azure, Bash, ReactJS, AWS, TensorFlow, FastAPI, Spring Boot","Photoshop, Angular, Flask, Spring Boot, ReactJS, Docker, AWS",0.5409019715121322
"Linux, Power BI, NodeJS, Figma, Cypress, FastAPI, PyTorch","VueJS, Angular, Azure, Canva, GCP, Redis, MongoDB",0.14040016158609958
"Illustrator, FastAPI, VueJS, Spring Boot, Django, MySQL","Django, Azure, Elasticsearch, NodeJS",0.5604564940326149
"Flask, Bash, Azure, Spring Boot, Linux, Git","NodeJS, Kafka, RabbitMQ, Selenium",0.12007132888861388
"AWS, Git, GitHub, RabbitMQ, Figma","Azure, GCP, MongoDB, MySQL, Figma",0.11019991915952507
"Angular, Photoshop, MySQL, Docker","Azure, Linux, Jenkins, Kafka",0.22993342138369852
"Django, Redis, Jenkins, VueJS, Kubernetes, Bash, RabbitMQ","VueJS, PyTorch, Cypress, Kubernetes, AWS",0.11037746491146053
"Cypress, Linux, ReactJS, Spring Boot, PyTorch, TensorFlow, Figma, Git","Tableau, Kubernetes, Photoshop, PostgreSQL, Kafka",0.5599560237081238
"Photoshop, TensorFlow, AWS, Elasticsearch, GitHub","Django, VueJS, Photoshop, RabbitMQ, PostgreSQL, Canva",0.13983015152414396
"Illustrator, GCP, Git, Selenium, PyTorch, Cypress, Docker","GitHub, Git, Angular, ReactJS",0.19018781620063419
"Photoshop, Redis, VueJS, AWS, GCP, Git, PostgreSQL","Django, Ansible, PyTorch, Figma, NodeJS, ReactJS, Terraform",0.2296204503910387
"Ansible, Kubernetes, Flask, Spring Boot, Django, Elasticsearch, GitLab, GCP","ReactJS, RabbitMQ, VueJS, Tableau, TensorFlow",0.46912379921043
"Git, Spring Boot, Angular, Selenium","AWS, Linux, MongoDB, Angular, Tableau, Kubernetes",0.2690162057204969
"Spring Boot, Flask, GitLab, Bash, Tableau, Elasticsearch, NodeJS, Redis","Django, Angular, Illustrator, MongoDB",0.468764203614067
"Git, Kubernetes, Docker, Angular, AWS, Spring Boot, Bash","Kubernetes, ReactJS, PostgreSQL, Jenkins, Azure, GCP, Photoshop",0.10874355524622917
"GitHub, ReactJS, MySQL, Redis, Illustrator, PostgreSQL","Ansible, TensorFlow, Power BI, Bash, Angular, Tableau, VueJS, Linux",0.4081411482786501
"Spring Boot, Selenium, Kubernetes, Photoshop","Redis, Ansible, Terraform, NodeJS, Figma, ReactJS, Photoshop, Spring Boot",0.5582725730742878
